,Team,Date,Opponent,WINorLOSS
5531,BOS,10/02/16,LAC,W
5631,BOS,19/02/16,UTA,L
5731,BOS,21/02/16,DEN,W
5831,BOS,22/02/16,MIN,L
5931,BOS,25/02/16,MIL,W
6031,BOS,27/02/16,MIA,W
6141,BOS,29/02/16,UTA,W
6233,BOS,02/03/16,POR,W
6331,BOS,04/03/16,NYK,W
6431,BOS,05/03/16,CLE,L
6531,BOS,09/03/16,MEM,W
6631,BOS,11/03/16,HOU,L
6731,BOS,15/03/16,IND,L
6831,BOS,16/03/16,OKC,L
6931,BOS,18/03/16,TOR,L
7031,BOS,20/03/16,PHI,W
7141,BOS,21/03/16,ORL,W
7233,BOS,23/03/16,TOR,W
7331,BOS,26/03/16,PHO,W
7431,BOS,28/03/16,LAC,L
7531,BOS,31/03/16,POR,L
7631,BOS,01/04/16,GSW,W
7731,BOS,03/04/16,LAL,W
7831,BOS,06/04/16,NOP,W
7931,BOS,08/04/16,MIL,W
8031,BOS,09/04/16,ATL,L
8132,BOS,11/04/16,CHO,L
8231,BOS,13/04/16,MIA,W
1142,BRK,28/10/15,CHI,L
2142,BRK,30/10/15,SAS,L
3142,BRK,31/10/15,MEM,L
4142,BRK,02/11/15,MIL,L
5142,BRK,04/11/15,ATL,L
6142,BRK,06/11/15,LAL,L
7142,BRK,07/11/15,MIL,L
851,BRK,11/11/15,HOU,W
932,BRK,13/11/15,SAC,L
1032,BRK,14/11/15,GSW,L
1143,BRK,17/11/15,ATL,W
1234,BRK,18/11/15,CHO,L
1332,BRK,20/11/15,BOS,L
1432,BRK,22/11/15,BOS,W
1532,BRK,25/11/15,OKC,L
1632,BRK,28/11/15,CLE,L
1732,BRK,29/11/15,DET,W
1832,BRK,01/12/15,PHO,W
1932,BRK,04/12/15,NYK,L
2032,BRK,06/12/15,GSW,L
2143,BRK,08/12/15,HOU,W
2234,BRK,10/12/15,PHI,W
2332,BRK,12/12/15,LAC,L
2432,BRK,14/12/15,ORL,L
2532,BRK,16/12/15,MIA,L
2632,BRK,18/12/15,IND,L
2732,BRK,20/12/15,MIN,L
2832,BRK,21/12/15,CHI,W
2932,BRK,23/12/15,DAL,L
3032,BRK,26/12/15,WAS,L
3143,BRK,28/12/15,MIA,W
3234,BRK,30/12/15,ORL,L
3332,BRK,02/01/16,BOS,W
3432,BRK,04/01/16,BOS,L
3532,BRK,06/01/16,TOR,L
3632,BRK,08/01/16,ORL,L
3732,BRK,09/01/16,DET,L
3832,BRK,11/01/16,SAS,L
3932,BRK,13/01/16,NYK,W
4032,BRK,15/01/16,POR,L
4143,BRK,16/01/16,ATL,L
4234,BRK,18/01/16,TOR,L
4332,BRK,20/01/16,CLE,L
4432,BRK,22/01/16,UTA,L
4532,BRK,24/01/16,OKC,W
4632,BRK,26/01/16,MIA,L
4732,BRK,29/01/16,DAL,L
4832,BRK,30/01/16,NOP,L
4932,BRK,01/02/16,DET,L
5032,BRK,03/02/16,IND,L
5143,BRK,05/02/16,SAC,W
5234,BRK,06/02/16,PHI,L
5332,BRK,08/02/16,DEN,W
5432,BRK,10/02/16,MEM,L
5532,BRK,19/02/16,NYK,W
5632,BRK,21/02/16,CHO,L
5732,BRK,23/02/16,POR,L
5832,BRK,25/02/16,PHO,W
5932,BRK,27/02/16,UTA,W
6032,BRK,29/02/16,LAC,L
6143,BRK,01/03/16,LAL,L
6234,BRK,04/03/16,DEN,W
6332,BRK,05/03/16,MIN,L
6432,BRK,08/03/16,TOR,L
6532,BRK,11/03/16,PHI,L
6632,BRK,13/03/16,MIL,L
6732,BRK,15/03/16,PHI,W
6832,BRK,17/03/16,CHI,L
6932,BRK,19/03/16,DET,L
7032,BRK,22/03/16,CHO,L
7143,BRK,24/03/16,CLE,W
7234,BRK,26/03/16,IND,W
7332,BRK,28/03/16,MIA,L
7432,BRK,29/03/16,ORL,L
7532,BRK,31/03/16,CLE,L
7632,BRK,01/04/16,NYK,L
7732,BRK,03/04/16,NOP,L
7832,BRK,06/04/16,WAS,L
7932,BRK,08/04/16,CHO,L
8032,BRK,10/04/16,IND,L
8133,BRK,11/04/16,WAS,L
8232,BRK,13/04/16,TOR,L
1144,CHO,28/10/15,MIA,L
2144,CHO,30/10/15,ATL,L
3144,CHO,01/11/15,ATL,L
4144,CHO,03/11/15,CHI,W
5144,CHO,05/11/15,DAL,W
6144,CHO,07/11/15,SAS,L
7144,CHO,10/11/15,MIN,W
852,CHO,11/11/15,NYK,W
933,CHO,13/11/15,CHI,L
1033,CHO,15/11/15,POR,W
1145,CHO,17/11/15,NYK,L
1235,CHO,18/11/15,BRK,W
1333,CHO,20/11/15,PHI,W
1433,CHO,23/11/15,SAC,W
1533,CHO,25/11/15,WAS,W
1633,CHO,27/11/15,CLE,L
1733,CHO,29/11/15,MIL,W
1833,CHO,02/12/15,GSW,L
1933,CHO,05/12/15,CHI,W
2033,CHO,07/12/15,DET,W
2145,CHO,09/12/15,MIA,W
2235,CHO,11/12/15,MEM,W
2333,CHO,12/12/15,BOS,L
2433,CHO,16/12/15,ORL,L
2533,CHO,17/12/15,TOR,W
2633,CHO,19/12/15,WAS,L
2733,CHO,21/12/15,HOU,L
2833,CHO,23/12/15,BOS,L
2933,CHO,26/12/15,MEM,W
3033,CHO,28/12/15,LAL,W
3145,CHO,30/12/15,LAC,L
3235,CHO,01/01/16,TOR,L
3333,CHO,02/01/16,OKC,L
3433,CHO,04/01/16,GSW,L
3533,CHO,06/01/16,PHO,L
3633,CHO,09/01/16,LAC,L
3733,CHO,10/01/16,DEN,L
3833,CHO,13/01/16,ATL,W
3933,CHO,15/01/16,NOP,L
4033,CHO,16/01/16,MIL,L
4145,CHO,18/01/16,UTA,W
4235,CHO,20/01/16,OKC,L
4333,CHO,22/01/16,ORL,W
4433,CHO,23/01/16,NYK,W
4533,CHO,25/01/16,SAC,W
4633,CHO,27/01/16,UTA,L
4733,CHO,29/01/16,POR,L
4833,CHO,31/01/16,LAL,W
4933,CHO,03/02/16,CLE,W
5033,CHO,05/02/16,MIA,L
5145,CHO,06/02/16,WAS,W
5235,CHO,08/02/16,CHI,W
5333,CHO,10/02/16,IND,W
5433,CHO,19/02/16,MIL,W
5533,CHO,21/02/16,BRK,W
5633,CHO,24/02/16,CLE,L
5733,CHO,26/02/16,IND,W
5833,CHO,28/02/16,ATL,L
5933,CHO,01/03/16,PHO,W
6033,CHO,02/03/16,PHI,W
6145,CHO,04/03/16,IND,W
6235,CHO,07/03/16,MIN,W
6333,CHO,09/03/16,NOP,W
6433,CHO,11/03/16,DET,W
6533,CHO,12/03/16,HOU,W
6633,CHO,14/03/16,DAL,L
6733,CHO,16/03/16,ORL,W
6833,CHO,17/03/16,MIA,W
6933,CHO,19/03/16,DEN,L
7033,CHO,21/03/16,SAS,W
7145,CHO,22/03/16,BRK,W
7235,CHO,25/03/16,DET,L
7333,CHO,26/03/16,MIL,W
7433,CHO,29/03/16,PHI,W
7533,CHO,01/04/16,PHI,W
7633,CHO,03/04/16,CLE,L
7733,CHO,05/04/16,TOR,L
7833,CHO,06/04/16,NYK,W
7933,CHO,08/04/16,BRK,W
8033,CHO,10/04/16,WAS,L
8134,CHO,11/04/16,BOS,W
8233,CHO,13/04/16,ORL,W
1146,CHI,27/10/15,CLE,W
2146,CHI,28/10/15,BRK,W
3146,CHI,30/10/15,DET,L
4146,CHI,01/11/15,ORL,W
5146,CHI,03/11/15,CHO,L
6146,CHI,05/11/15,OKC,W
7146,CHI,07/11/15,MIN,L
853,CHI,09/11/15,PHI,W
934,CHI,13/11/15,CHO,W
1034,CHI,16/11/15,IND,W
1147,CHI,18/11/15,PHO,W
1236,CHI,20/11/15,GSW,L
1334,CHI,24/11/15,POR,W
1434,CHI,27/11/15,IND,L
1534,CHI,30/11/15,SAS,W
1634,CHI,02/12/15,DEN,W
1734,CHI,05/12/15,CHO,L
1834,CHI,07/12/15,PHO,L
1934,CHI,09/12/15,BOS,L
2034,CHI,10/12/15,LAC,W
2147,CHI,12/12/15,NOP,W
2236,CHI,14/12/15,PHI,W
2334,CHI,16/12/15,MEM,W
2434,CHI,18/12/15,DET,L
2534,CHI,19/12/15,NYK,L
2634,CHI,21/12/15,BRK,L
2734,CHI,25/12/15,OKC,W
2834,CHI,26/12/15,DAL,L
2934,CHI,28/12/15,TOR,W
3034,CHI,30/12/15,IND,W
3147,CHI,01/01/16,NYK,W
3236,CHI,03/01/16,TOR,W
3334,CHI,05/01/16,MIL,W
3434,CHI,07/01/16,BOS,W
3534,CHI,09/01/16,ATL,L
3634,CHI,11/01/16,WAS,L
3734,CHI,12/01/16,MIL,L
3834,CHI,14/01/16,PHI,W
3934,CHI,15/01/16,DAL,L
4034,CHI,18/01/16,DET,W
4147,CHI,20/01/16,GSW,L
4236,CHI,22/01/16,BOS,L
4334,CHI,23/01/16,CLE,W
4434,CHI,25/01/16,MIA,L
4534,CHI,28/01/16,LAL,W
4634,CHI,31/01/16,LAC,L
4734,CHI,01/02/16,UTA,L
4834,CHI,03/02/16,SAC,W
4934,CHI,05/02/16,DEN,L
5034,CHI,06/02/16,MIN,L
5147,CHI,08/02/16,CHO,L
5236,CHI,10/02/16,ATL,L
5334,CHI,18/02/16,CLE,L
5434,CHI,19/02/16,TOR,W
5534,CHI,21/02/16,LAL,W
5634,CHI,24/02/16,WAS,W
5734,CHI,26/02/16,ATL,L
5834,CHI,27/02/16,POR,L
5934,CHI,01/03/16,MIA,L
6034,CHI,02/03/16,ORL,L
6147,CHI,05/03/16,HOU,W
6236,CHI,07/03/16,MIL,W
6334,CHI,10/03/16,SAS,L
6434,CHI,11/03/16,MIA,L
6534,CHI,14/03/16,TOR,W
6634,CHI,16/03/16,WAS,L
6734,CHI,17/03/16,BRK,W
6834,CHI,19/03/16,UTA,W
6934,CHI,21/03/16,SAC,W
7034,CHI,23/03/16,NYK,L
7147,CHI,24/03/16,NYK,L
7236,CHI,26/03/16,ORL,L
7334,CHI,28/03/16,ATL,L
7434,CHI,29/03/16,IND,W
7534,CHI,31/03/16,HOU,W
7634,CHI,02/04/16,DET,L
7734,CHI,03/04/16,MIL,W
7834,CHI,05/04/16,MEM,L
7934,CHI,07/04/16,MIA,L
8034,CHI,09/04/16,CLE,W
8135,CHI,11/04/16,NOP,W
8234,CHI,13/04/16,PHI,W
1148,CLE,27/10/15,CHI,L
2148,CLE,28/10/15,MEM,W
3148,CLE,30/10/15,MIA,W
4148,CLE,02/11/15,PHI,W
5148,CLE,04/11/15,NYK,W
6148,CLE,06/11/15,PHI,W
7148,CLE,08/11/15,IND,W
854,CLE,10/11/15,UTA,W
935,CLE,13/11/15,NYK,W
1035,CLE,14/11/15,MIL,L
1149,CLE,17/11/15,DET,L
1237,CLE,19/11/15,MIL,W
1335,CLE,21/11/15,ATL,W
1435,CLE,23/11/15,ORL,W
1535,CLE,25/11/15,TOR,L
1635,CLE,27/11/15,CHO,W
1735,CLE,28/11/15,BRK,W
1835,CLE,01/12/15,WAS,L
1935,CLE,04/12/15,NOP,L
2035,CLE,05/12/15,MIA,L
2149,CLE,08/12/15,POR,W
2237,CLE,11/12/15,ORL,W
2335,CLE,15/12/15,BOS,W
2435,CLE,17/12/15,OKC,W
2535,CLE,20/12/15,PHI,W
2635,CLE,23/12/15,NYK,W
2735,CLE,25/12/15,GSW,L
2835,CLE,26/12/15,POR,L
2935,CLE,28/12/15,PHO,W
3035,CLE,29/12/15,DEN,W
3149,CLE,02/01/16,ORL,W
3237,CLE,04/01/16,TOR,W
3335,CLE,06/01/16,WAS,W
3435,CLE,08/01/16,MIN,W
3535,CLE,10/01/16,PHI,W
3635,CLE,12/01/16,DAL,W
3735,CLE,14/01/16,SAS,L
3835,CLE,15/01/16,HOU,W
3935,CLE,18/01/16,GSW,L
4035,CLE,20/01/16,BRK,W
4149,CLE,21/01/16,LAC,W
4237,CLE,23/01/16,CHI,L
4335,CLE,25/01/16,MIN,W
4435,CLE,27/01/16,PHO,W
4535,CLE,29/01/16,DET,W
4635,CLE,30/01/16,SAS,W
4735,CLE,01/02/16,IND,W
4835,CLE,03/02/16,CHO,L
4935,CLE,05/02/16,BOS,L
5035,CLE,06/02/16,NOP,W
5149,CLE,08/02/16,SAC,W
5237,CLE,10/02/16,LAL,W
5335,CLE,18/02/16,CHI,W
5435,CLE,21/02/16,OKC,W
5535,CLE,22/02/16,DET,L
5635,CLE,24/02/16,CHO,W
5735,CLE,26/02/16,TOR,L
5835,CLE,28/02/16,WAS,L
5935,CLE,29/02/16,IND,W
6035,CLE,04/03/16,WAS,W
6149,CLE,05/03/16,BOS,W
6237,CLE,07/03/16,MEM,L
6335,CLE,09/03/16,SAC,W
6435,CLE,10/03/16,LAL,W
6535,CLE,13/03/16,LAC,W
6635,CLE,14/03/16,UTA,L
6735,CLE,16/03/16,DAL,W
6835,CLE,18/03/16,ORL,W
6935,CLE,19/03/16,MIA,L
7035,CLE,21/03/16,DEN,W
7149,CLE,23/03/16,MIL,W
7237,CLE,24/03/16,BRK,L
7335,CLE,26/03/16,NYK,W
7435,CLE,29/03/16,HOU,L
7535,CLE,31/03/16,BRK,W
7635,CLE,01/04/16,ATL,W
7735,CLE,03/04/16,CHO,W
7835,CLE,05/04/16,MIL,W
7935,CLE,06/04/16,IND,L
8035,CLE,09/04/16,CHI,L
8136,CLE,11/04/16,ATL,W
8235,CLE,13/04/16,DET,L
1150,DAL,28/10/15,PHO,W
2150,DAL,29/10/15,LAC,L
3150,DAL,01/11/15,LAL,W
4150,DAL,03/11/15,TOR,L
5150,DAL,05/11/15,CHO,L
6150,DAL,07/11/15,NOP,W
7150,DAL,10/11/15,NOP,L
855,DAL,11/11/15,LAC,W
936,DAL,13/11/15,LAL,W
1036,DAL,14/11/15,HOU,W
1151,DAL,16/11/15,PHI,W
1238,DAL,18/11/15,BOS,W
1336,DAL,20/11/15,UTA,W
1436,DAL,22/11/15,OKC,L
1536,DAL,24/11/15,MEM,L
1636,DAL,25/11/15,SAS,L
1736,DAL,28/11/15,DEN,W
1836,DAL,30/11/15,SAC,L
1936,DAL,01/12/15,POR,W
2036,DAL,04/12/15,HOU,L
2151,DAL,06/12/15,WAS,W
2238,DAL,07/12/15,NYK,W
2336,DAL,09/12/15,ATL,L
2436,DAL,12/12/15,WAS,L
2536,DAL,14/12/15,PHO,W
2636,DAL,16/12/15,IND,L
2736,DAL,18/12/15,MEM,W
2836,DAL,22/12/15,TOR,L
2936,DAL,23/12/15,BRK,W
3036,DAL,26/12/15,CHI,W
3151,DAL,28/12/15,MIL,W
3238,DAL,30/12/15,GSW,W
3336,DAL,01/01/16,MIA,L
3436,DAL,02/01/16,NOP,L
3536,DAL,05/01/16,SAC,W
3636,DAL,06/01/16,NOP,W
3736,DAL,08/01/16,MIL,L
3836,DAL,10/01/16,MIN,W
3936,DAL,12/01/16,CLE,L
4036,DAL,13/01/16,OKC,L
4151,DAL,15/01/16,CHI,W
4238,DAL,17/01/16,SAS,L
4336,DAL,18/01/16,BOS,W
4436,DAL,20/01/16,MIN,W
4536,DAL,22/01/16,OKC,L
4636,DAL,24/01/16,HOU,L
4736,DAL,26/01/16,LAL,W
4836,DAL,27/01/16,GSW,L
4936,DAL,29/01/16,BRK,W
5036,DAL,31/01/16,PHO,W
5151,DAL,01/02/16,ATL,L
5238,DAL,03/02/16,MIA,L
5336,DAL,05/02/16,SAS,L
5436,DAL,06/02/16,MEM,W
5536,DAL,09/02/16,UTA,L
5636,DAL,19/02/16,ORL,L
5736,DAL,21/02/16,PHI,W
5836,DAL,24/02/16,OKC,L
5936,DAL,26/02/16,DEN,W
6036,DAL,28/02/16,MIN,W
6151,DAL,01/03/16,ORL,W
6238,DAL,03/03/16,SAC,L
6336,DAL,06/03/16,DEN,L
6436,DAL,07/03/16,LAC,L
6536,DAL,09/03/16,DET,L
6636,DAL,12/03/16,IND,L
6736,DAL,14/03/16,CHO,W
6836,DAL,16/03/16,CLE,L
6936,DAL,18/03/16,GSW,L
7036,DAL,20/03/16,POR,W
7151,DAL,23/03/16,POR,L
7238,DAL,25/03/16,GSW,L
7336,DAL,27/03/16,SAC,L
7436,DAL,28/03/16,DEN,W
7536,DAL,30/03/16,NYK,W
7636,DAL,01/04/16,DET,W
7736,DAL,03/04/16,MIN,W
7836,DAL,06/04/16,HOU,W
7936,DAL,08/04/16,MEM,W
8036,DAL,10/04/16,LAC,L
8137,DAL,11/04/16,UTA,W
8236,DAL,13/04/16,SAS,L
1152,DEN,28/10/15,HOU,W
2152,DEN,30/10/15,MIN,L
3152,DEN,01/11/15,OKC,L
4152,DEN,03/11/15,LAL,W
5152,DEN,05/11/15,UTA,L
6152,DEN,06/11/15,GSW,L
7152,DEN,09/11/15,POR,W
856,DEN,11/11/15,MIL,W
937,DEN,13/11/15,HOU,W
1037,DEN,14/11/15,PHO,L
1153,DEN,17/11/15,NOP,W
1239,DEN,18/11/15,SAS,L
1337,DEN,20/11/15,PHO,L
1437,DEN,22/11/15,GSW,L
1537,DEN,24/11/15,LAC,L
1637,DEN,27/11/15,SAS,L
1737,DEN,28/11/15,DAL,L
1837,DEN,30/11/15,MIL,L
1937,DEN,02/12/15,CHI,L
2037,DEN,03/12/15,TOR,W
2153,DEN,05/12/15,PHI,W
2239,DEN,08/12/15,ORL,L
2337,DEN,11/12/15,MIN,W
2437,DEN,14/12/15,HOU,W
2537,DEN,15/12/15,MIN,W
2637,DEN,18/12/15,UTA,L
2737,DEN,20/12/15,NOP,L
2837,DEN,22/12/15,LAL,L
2937,DEN,23/12/15,PHO,W
3037,DEN,26/12/15,SAS,L
3153,DEN,27/12/15,OKC,L
3239,DEN,29/12/15,CLE,L
3337,DEN,30/12/15,POR,L
3437,DEN,02/01/16,GSW,L
3537,DEN,03/01/16,POR,L
3637,DEN,06/01/16,MIN,W
3737,DEN,08/01/16,MEM,L
3837,DEN,10/01/16,CHO,W
3937,DEN,13/01/16,GSW,W
4037,DEN,15/01/16,MIA,L
4153,DEN,17/01/16,IND,W
4239,DEN,19/01/16,OKC,L
4337,DEN,21/01/16,MEM,L
4437,DEN,23/01/16,DET,W
4537,DEN,25/01/16,ATL,L
4637,DEN,27/01/16,BOS,L
4737,DEN,28/01/16,WAS,W
4837,DEN,30/01/16,IND,L
4937,DEN,01/02/16,TOR,W
5037,DEN,03/02/16,UTA,L
5153,DEN,05/02/16,CHI,W
5239,DEN,07/02/16,NYK,W
5337,DEN,08/02/16,BRK,L
5437,DEN,10/02/16,DET,W
5537,DEN,19/02/16,SAC,L
5637,DEN,21/02/16,BOS,L
5737,DEN,23/02/16,SAC,L
5837,DEN,24/02/16,LAC,W
5937,DEN,26/02/16,DAL,L
6037,DEN,29/02/16,MEM,L
6153,DEN,02/03/16,LAL,W
6239,DEN,04/03/16,BRK,L
6337,DEN,06/03/16,DAL,W
6437,DEN,08/03/16,NYK,W
6537,DEN,10/03/16,PHO,W
6637,DEN,12/03/16,WAS,W
6737,DEN,14/03/16,MIA,L
6837,DEN,15/03/16,ORL,L
6937,DEN,17/03/16,ATL,L
7037,DEN,19/03/16,CHO,W
7153,DEN,21/03/16,CLE,L
7239,DEN,23/03/16,PHI,W
7337,DEN,25/03/16,LAL,W
7437,DEN,27/03/16,LAC,L
7537,DEN,28/03/16,DAL,L
7637,DEN,30/03/16,MEM,W
7737,DEN,31/03/16,NOP,L
7837,DEN,02/04/16,SAC,L
7937,DEN,05/04/16,OKC,L
8037,DEN,08/04/16,SAS,W
8138,DEN,10/04/16,UTA,L
8237,DEN,13/04/16,POR,L
1154,DET,27/10/15,ATL,W
2154,DET,28/10/15,UTA,W
3154,DET,30/10/15,CHI,W
4154,DET,03/11/15,IND,L
5154,DET,06/11/15,PHO,W
6154,DET,08/11/15,POR,W
7154,DET,09/11/15,GSW,L
857,DET,11/11/15,SAC,L
938,DET,14/11/15,LAC,L
1038,DET,15/11/15,LAL,L
1155,DET,17/11/15,CLE,W
1240,DET,20/11/15,MIN,W
1338,DET,21/11/15,WAS,L
1438,DET,23/11/15,MIL,L
1538,DET,25/11/15,MIA,W
1638,DET,27/11/15,OKC,L
1738,DET,29/11/15,BRK,L
1838,DET,30/11/15,HOU,W
1938,DET,02/12/15,PHO,W
2038,DET,04/12/15,MIL,W
2155,DET,06/12/15,LAL,W
2240,DET,07/12/15,CHO,L
2338,DET,09/12/15,MEM,L
2438,DET,11/12/15,PHI,W
2538,DET,12/12/15,IND,W
2638,DET,14/12/15,LAC,L
2738,DET,16/12/15,BOS,W
2838,DET,18/12/15,CHI,W
2938,DET,22/12/15,MIA,W
3038,DET,23/12/15,ATL,L
3155,DET,26/12/15,BOS,L
3240,DET,29/12/15,NYK,L
3338,DET,31/12/15,MIN,W
3438,DET,02/01/16,IND,L
3538,DET,04/01/16,ORL,W
3638,DET,06/01/16,BOS,W
3738,DET,09/01/16,BRK,W
3838,DET,12/01/16,SAS,L
3938,DET,14/01/16,MEM,L
4038,DET,16/01/16,GSW,W
4155,DET,18/01/16,CHI,L
4240,DET,20/01/16,HOU,W
4338,DET,21/01/16,NOP,L
4438,DET,23/01/16,DEN,L
4538,DET,25/01/16,UTA,W
4638,DET,27/01/16,PHI,W
4738,DET,29/01/16,CLE,L
4838,DET,30/01/16,TOR,L
4938,DET,01/02/16,BRK,W
5038,DET,03/02/16,BOS,L
5155,DET,04/02/16,NYK,W
5240,DET,06/02/16,IND,L
5338,DET,08/02/16,TOR,L
5438,DET,10/02/16,DEN,L
5538,DET,19/02/16,WAS,L
5638,DET,21/02/16,NOP,L
5738,DET,22/02/16,CLE,W
5838,DET,24/02/16,PHI,W
5938,DET,27/02/16,MIL,W
6038,DET,28/02/16,TOR,W
6155,DET,02/03/16,SAS,L
6240,DET,05/03/16,NYK,L
6338,DET,06/03/16,POR,W
6438,DET,09/03/16,DAL,W
6538,DET,11/03/16,CHO,L
6638,DET,12/03/16,PHI,W
6738,DET,14/03/16,WAS,L
6838,DET,16/03/16,ATL,L
6938,DET,18/03/16,SAC,W
7038,DET,19/03/16,BRK,W
7155,DET,21/03/16,MIL,W
7240,DET,23/03/16,ORL,W
7338,DET,25/03/16,CHO,W
7438,DET,26/03/16,ATL,L
7538,DET,29/03/16,OKC,W
7638,DET,01/04/16,DAL,L
7738,DET,02/04/16,CHI,W
7838,DET,05/04/16,MIA,L
7938,DET,06/04/16,ORL,W
8038,DET,08/04/16,WAS,W
8139,DET,12/04/16,MIA,L
8238,DET,13/04/16,CLE,W
1156,GSW,27/10/15,NOP,W
2156,GSW,30/10/15,HOU,W
3156,GSW,31/10/15,NOP,W
4156,GSW,02/11/15,MEM,W
5156,GSW,04/11/15,LAC,W
6156,GSW,06/11/15,DEN,W
7156,GSW,07/11/15,SAC,W
858,GSW,09/11/15,DET,W
939,GSW,11/11/15,MEM,W
1039,GSW,12/11/15,MIN,W
1157,GSW,14/11/15,BRK,W
1241,GSW,17/11/15,TOR,W
1339,GSW,19/11/15,LAC,W
1439,GSW,20/11/15,CHI,W
1539,GSW,22/11/15,DEN,W
1639,GSW,24/11/15,LAL,W
1739,GSW,27/11/15,PHO,W
1839,GSW,28/11/15,SAC,W
1939,GSW,30/11/15,UTA,W
2039,GSW,02/12/15,CHO,W
2157,GSW,05/12/15,TOR,W
2241,GSW,06/12/15,BRK,W
2339,GSW,08/12/15,IND,W
2439,GSW,11/12/15,BOS,W
2539,GSW,12/12/15,MIL,L
2639,GSW,16/12/15,PHO,W
2739,GSW,18/12/15,MIL,W
2839,GSW,23/12/15,UTA,W
2939,GSW,25/12/15,CLE,W
3039,GSW,28/12/15,SAC,W
3157,GSW,30/12/15,DAL,L
3241,GSW,31/12/15,HOU,W
3339,GSW,02/01/16,DEN,W
3439,GSW,04/01/16,CHO,W
3539,GSW,05/01/16,LAL,W
3639,GSW,08/01/16,POR,W
3739,GSW,09/01/16,SAC,W
3839,GSW,11/01/16,MIA,W
3939,GSW,13/01/16,DEN,L
4039,GSW,14/01/16,LAL,W
4157,GSW,16/01/16,DET,L
4241,GSW,18/01/16,CLE,W
4339,GSW,20/01/16,CHI,W
4439,GSW,22/01/16,IND,W
4539,GSW,25/01/16,SAS,W
4639,GSW,27/01/16,DAL,W
4739,GSW,30/01/16,PHI,W
4839,GSW,31/01/16,NYK,W
4939,GSW,03/02/16,WAS,W
5039,GSW,06/02/16,OKC,W
5157,GSW,09/02/16,HOU,W
5241,GSW,10/02/16,PHO,W
5339,GSW,19/02/16,POR,L
5439,GSW,20/02/16,LAC,W
5539,GSW,22/02/16,ATL,W
5639,GSW,24/02/16,MIA,W
5739,GSW,25/02/16,ORL,W
5839,GSW,27/02/16,OKC,W
5939,GSW,01/03/16,ATL,W
6039,GSW,03/03/16,OKC,W
6157,GSW,06/03/16,LAL,L
6241,GSW,07/03/16,ORL,W
6339,GSW,09/03/16,UTA,W
6439,GSW,11/03/16,POR,W
6539,GSW,12/03/16,PHO,W
6639,GSW,14/03/16,NOP,W
6739,GSW,16/03/16,NYK,W
6839,GSW,18/03/16,DAL,W
6939,GSW,19/03/16,SAS,L
7039,GSW,21/03/16,MIN,W
7157,GSW,23/03/16,LAC,W
7241,GSW,25/03/16,DAL,W
7339,GSW,27/03/16,PHI,W
7439,GSW,29/03/16,WAS,W
7539,GSW,30/03/16,UTA,W
7639,GSW,01/04/16,BOS,L
7739,GSW,03/04/16,POR,W
7839,GSW,05/04/16,MIN,L
7939,GSW,07/04/16,SAS,W
8039,GSW,09/04/16,MEM,W
8140,GSW,10/04/16,SAS,W
8239,GSW,13/04/16,MEM,W
1158,HOU,28/10/15,DEN,L
2158,HOU,30/10/15,GSW,L
3158,HOU,01/11/15,MIA,L
4158,HOU,02/11/15,OKC,W
5158,HOU,04/11/15,ORL,W
6158,HOU,06/11/15,SAC,W
7158,HOU,07/11/15,LAC,W
859,HOU,11/11/15,BRK,L
940,HOU,13/11/15,DEN,L
1040,HOU,14/11/15,DAL,L
1159,HOU,16/11/15,BOS,L
1242,HOU,18/11/15,POR,W
1340,HOU,20/11/15,MEM,L
1440,HOU,21/11/15,NYK,L
1540,HOU,25/11/15,MEM,L
1640,HOU,27/11/15,PHI,W
1740,HOU,29/11/15,NYK,W
1840,HOU,30/11/15,DET,L
1940,HOU,02/12/15,NOP,W
2040,HOU,04/12/15,DAL,W
2159,HOU,05/12/15,SAC,W
2242,HOU,08/12/15,BRK,L
2340,HOU,09/12/15,WAS,W
2440,HOU,12/12/15,LAL,W
2540,HOU,14/12/15,DEN,L
2640,HOU,15/12/15,SAC,L
2740,HOU,17/12/15,LAL,W
2840,HOU,19/12/15,LAC,W
2940,HOU,21/12/15,CHO,W
3040,HOU,23/12/15,ORL,L
3159,HOU,25/12/15,SAS,W
3242,HOU,26/12/15,NOP,L
3340,HOU,29/12/15,ATL,L
3440,HOU,31/12/15,GSW,L
3540,HOU,02/01/16,SAS,L
3640,HOU,04/01/16,UTA,W
3740,HOU,07/01/16,UTA,W
3840,HOU,10/01/16,IND,W
3940,HOU,12/01/16,MEM,W
4040,HOU,13/01/16,MIN,W
4159,HOU,15/01/16,CLE,L
4242,HOU,17/01/16,LAL,W
4340,HOU,18/01/16,LAC,L
4440,HOU,20/01/16,DET,L
4540,HOU,22/01/16,MIL,W
4640,HOU,24/01/16,DAL,W
4740,HOU,25/01/16,NOP,W
4840,HOU,27/01/16,SAS,L
4940,HOU,29/01/16,OKC,L
5040,HOU,30/01/16,WAS,L
5159,HOU,02/02/16,MIA,W
5242,HOU,04/02/16,PHO,W
5340,HOU,06/02/16,POR,L
5440,HOU,09/02/16,GSW,L
5540,HOU,10/02/16,POR,L
5640,HOU,19/02/16,PHO,W
5740,HOU,23/02/16,UTA,L
5840,HOU,25/02/16,POR,W
5940,HOU,27/02/16,SAS,L
6040,HOU,29/02/16,MIL,L
6159,HOU,02/03/16,NOP,W
